,norm,formal,subjektif,posneg
3350,nusantara tuh calon vaksin terbaik di dunia tidak ada yang bisa mendebat itu tapi tunggukau diinjeksi semua vaksin aja gapapa,nusantara tuh calon vaksin baik di dunia tidak ada yang bisa debat itu tapi tunggukau injeksi semua vaksin saja gapapa,1.0,0.0
3354,pada nyinyir amat dah pada kalo gasuka vaksin nusantara ya gausah dipake kalo misalnya jadi ya buat mereka yang mau btw isunya juga doi di reshuffle krn ga apply import vaksin luar,pada nyinyir amat deh pada kalo gasuka vaksin nusantara ya enggak usah pakai kalo misal jadi ya buat mereka yang mau btw isu juga doi di reshuffle karena enggak apply import vaksin luar,1.0,0.0
3355,semoga vaksin nusantara sukses,moga vaksin nusantara sukses,1.0,0.0
3356,he he he saya pakai vaksin nusantara mei kemarin alhamdulillah ndak ada keluhan apa apa so far di ijinkan allah menikmati bagusnya manfaat vaksin nusantara alhamdulillah,he he he saya pakai vaksin nusantara mei kemarin alhamdulillah indak ada keluh apa apa sok far di ijinkan allah nikmat bagus manfaat vaksin nusantara alhamdulillah,1.0,0.0
3357,reset vaksin nusantara dihentikan oleh pemerintah biaya reset cuma rp dibanding vaksin import rp menurut dr terawan vaksin nusantara standar who jangan sampai negara lain yang membuat vaksin indonesia yang beli ini kan lucu,reset vaksin nusantara henti oleh perintah biaya reset cuma rp banding vaksin import rp turut dari awan vaksin nusantara standar who jangan sampai negara lain yang buat vaksin indonesia yang beli ini kan lucu,1.0,0.0
3359,vaksin nusantara dan vaksin merah putih banyak kontroversi juga,vaksin nusantara dan vaksin merah putih banyak kontroversi juga,1.0,0.0
3360,kongkalikong terawan amp dpr dalam legalisasi vaksin nusantara lewat,kongkalikong awan amp dpr dalam legalisasi vaksin nusantara lewat,0.0,0.0
3361,mereka neliti vaksin nusantara,mereka neliti vaksin nusantara,1.0,0.0
3362,lah iya barusan dibujuk rayu keluarga di wa suruh vaksin nusantara notabene saya sudah vaksin sinopharm,lah iya barusan bujuk rayu keluarga di wa suruh vaksin nusantara notabene saya sudah vaksin sinopharm,1.0,0.0
3363,kami dukung beliau go vaksin nusantara tonton live streaming rdp komisi vii dpr ri di youtube,kami dukung beliau go vaksin nusantara tonton live streaming rdp komisi vii dpr ri di youtube,1.0,0.0
3364,alhamdulillah saya sudah disuntik vaksin astrazeneca malam pertama badanku kademen ac saya bikin slimutan tidur pulesssz malam kedua aman nyaman seperti biasa salam kebangsaan salam indonesia damai menuju swastika kejayaan nusantara,alhamdulillah saya sudah suntik vaksin astrazeneca malam pertama badan kademen ac saya bikin slimutan tidur pulesssz malam dua aman nyaman seperti biasa salam bangsa salam indonesia damai tuju swastika jaya nusantara,0.0,-1.0
3365,nanti jersey timnas indonesia ditulis juga vaksin nusantara ya,nanti jersey timnas indonesia tulis juga vaksin nusantara ya,1.0,0.0
3366,sudah disuntik sinovac dan vaksin nusantara politisi pkb ini positif,sudah suntik sinovac dan vaksin nusantara politis pkb ini positif,0.0,-1.0
3367,epidemiolog dr dicky budiman menyayangkan ucapan dasco ego sektoral memang mesti dipinggirkan demi kebutuhan masyarakat tetapi sayangnya terawan tidak memenuhi kriteria penelitian sementara dalam kesehatan sangat bergantung sekali kepada hasil riset,epidemiolog dari dicky budiman sayang ucap dasco ego sektoral memang mesti pinggir demi butuh masyarakat tetapi sayang awan tidak penuh kriteria teliti sementara dalam sehat sangat gantung sekali kepada hasil riset,0.0,0.0
3368,kongkalikong terawan dan parlemen legalisasi vaksinnusantara,kongkalikong awan dan parlemen legalisasi vaksinnusantara,0.0,0.0
3369,ngaku ngaku antivax ternyata nungguin vaksin nusantara dirilis gws,aku aku antivax nyata tunggu vaksin nusantara rilis gws,1.0,0.0
3370,riset vaksin nusantara cuma tapi dilarang padahal tarif normal sebuah uji vaksin bisa sampai ratusan milyar,riset vaksin nusantara cuma tapi larang padahal tarif normal buah uji vaksin bisa sampai ratus milyar,1.0,0.0
3371,yang di vaksin nusantara narapidana aja lah khususnya kasus korupsi amin,yang di vaksin nusantara narapidana saja lah khusus kasus korupsi amin,1.0,0.0
3372,walau dah di vaksin gw amp kluarga ttp pengen di vaksin nusantara,walau deh di vaksin gue amp keluarga tetap pengin di vaksin nusantara,1.0,0.0
3373,peneliti vaksin nusantara indonesia berasal dr rspad rsu dr kariadi rs undip balitbang kemenkes hanya tahap awal utk bantuan alih teknologi libatkan ahli dr as bahan baku lbh dr dlm negeri produksi dlm negeri efek samping uji klinis amp gejala ringan amp umum,teliti vaksin nusantara indonesia asal dari rspad rsu dari kariadi rs undip balitbang kemenkes hanya tahap awal untuk bantu alih teknologi libat ahli dari as bahan baku lebih dari dalam negeri produksi dalam negeri efek samping uji klinis amp gejala ringan amp umum,0.0,1.0
3374,vaksin nusantara,vaksin nusantara,1.0,0.0
3375,maksimal kan vaksinasi nusantara spy lebih efisien dan tdk dijajah melalui vaksin,maksimal kan vaksinasi nusantara supaya lebih efisien dan tidak jajah lalu vaksin,1.0,0.0
3376,alex noerdin heran vaksin nusantara tidak didukung pemerintah part via,alex noerdin heran vaksin nusantara tidak dukung perintah part via,1.0,0.0
3377,buruan vaksin az tar dapet vaksin nusantara nyesel lho,buru vaksin az entar dapat vaksin nusantara sesal lho,1.0,0.0
3378,vaksin nusantara aja,vaksin nusantara saja,1.0,0.0
3379,gak habis pikir kenapa riset vaksin nusantara dihalangi udh tahap akhir lagi sangat aneh penelitian yg tidak membebani uang negara dan terbukti tidak ada efek bahaya selama fase i dan ii malah dihentikan seperti ada yg takut aja kalau uji klinis berhasil,enggak habis pikir kenapa riset vaksin nusantara halang sudah tahap akhir lagi sangat aneh teliti yang tidak beban uang negara dan bukti tidak ada efek bahaya lama fase i dan ii malah henti seperti ada yang takut saja kalau uji klinis hasil,1.0,0.0
3380,peneliti utama vaksin nusantara kolonel jonny dokter spesialis penyakit dalam ginjal amp hipertensi rumah sakit pusat angkatan darat rspad pastikan uji klinis vaksin memenuhi standard kaidah penelitian serta etik scr internasional fase i amp ii baik,teliti utama vaksin nusantara kolonel jonny dokter spesialis sakit dalam ginjal amp hipertensi rumah sakit pusat angkat darat rspad pasti uji klinis vaksin penuh standard kaidah teliti serta etik cara internasional fase i amp ii baik,1.0,0.0
3381,indonesia bisa indonesia kuat indonesia the power natural nusantara vaksin nusantara amazing,indonesia bisa indonesia kuat indonesia the power natural nusantara vaksin nusantara amazing,1.0,0.0
3383,saya sudah vaksin sinovac saya sudah vaksin nusantara tapi tetap saja saya dinyatakan positif ucap nihayatul,saya sudah vaksin sinovac saya sudah vaksin nusantara tapi tetap saja saya nyata positif ucap nihayatul,0.0,-1.0
3384,kzl bgt ada vaksin nusantara,kzl banget ada vaksin nusantara,1.0,0.0
3385,keluargaku pada pengen di vaksin nusantara katanya vaksin sinovac ngga cocok sama orang indonesia awokawok dah lah males left wag keluarga,keluarga pada pengin di vaksin nusantara kata vaksin sinovac enggak cocok sama orang indonesia awokawok deh lah malas left wag keluarga,1.0,0.0
3386,yg paling kontra sm plandemi jangka panjang malah ad vaksin nusantara n vaksin merah putih yg malah ditentang sm agen who itu berita lama yg sengaja dinaikkan oleh agen globalis utk diduga karena sebagian militer sudah mulai menolak plandemi jangka panjang,yang paling kontra sama plandemi jangka panjang malah ada vaksin nusantara n vaksin merah putih yang malah tentang sama agen who itu berita lama yang sengaja naik oleh agen global untuk duga karena bagi militer sudah mulai tolak plandemi jangka panjang,1.0,0.0
3387,intiny klu vaksin nusantara susessinovak kagak laku pak,intiny kalau vaksin nusantara susessinovak kagak laku pak,1.0,0.0
3388,aku pengen vaksin sekarang bukan karna takut sakit tapi takut kena vaksin nusantara,aku pengin vaksin sekarang bukan karena takut sakit tapi takut kena vaksin nusantara,1.0,0.0
3389,ribet liat pak cloudest racik vaksin doi bilang butuh hari untuk inkubasi vaksinnya lama amat pak keburu pandeminya selesai momen terawan racik vaksin nusantara di depan anggota komisi vii dpr via,ribet lihat pak cloudest racik vaksin doi bilang butuh hari untuk inkubasi vaksin lama amat pak keburu pandemi selesai momen awan racik vaksin nusantara di depan anggota komisi vii dpr via,1.0,0.0
3390,indonesia tidak akan maju apabila oknum yang notabenenya masih menghalangi yang hebat berkarya contoh nya dr terawan yang sedang mengerjakan vaksin nusantara dan di desak oleh oknum untuk menghentikan gebrakan nya membuat vaksin nusantara,indonesia tidak akan maju apabila oknum yang notabene masih halang yang hebat karya contoh nya dari awan yang sedang kerja vaksin nusantara dan di desak oleh oknum untuk henti gebrak nya buat vaksin nusantara,1.0,0.0
3391,kalo aku gak mau dapet vaksin nusantara,kalo aku enggak mau dapat vaksin nusantara,1.0,0.0
3392,mana sinovac sama nusantara terawan,mana sinovac sama nusantara awan,1.0,0.0
3393,kementrian yg menolak uji klinis tahap vaksin nusantara tsb belum jelas alasannya seperti yg disampaikan bung ardian namun untuk keselematan warga negara kampuan memgembangkan diri sendiri adalah lebih baik tetapi hal tersebut saat ini tidak dapat berdiri sendiri,tri yang tolak uji klinis tahap vaksin nusantara sebut belum jelas alas seperti yang sampai bung ardi namun untuk lat warga negara kampuan memgembangkan diri sendiri adalah lebih baik tetapi hal sebut saat ini tidak dapat diri sendiri,1.0,0.0
3394,kalo uji klinis vaksin nusantara ga dikebut atau bahkan dilarang ga lama bakal dibeli negara luar ketika lisensinya dikeluarkan ayo mari kita lihat hehe,kalo uji klinis vaksin nusantara enggak kebut atau bahkan larang enggak lama bakal beli negara luar ketika lisensi keluar ayo mari kita lihat hehe,1.0,0.0
3395,saya menunggu vaksin nusantara,saya tunggu vaksin nusantara,1.0,0.0
3397,sinopharm dr cina kalo terawan vaksin nusantara wkakkak,sinopharm dari cina kalo awan vaksin nusantara wkakkak,0.0,0.0
3399,si aa juga tadinya takut astra tapi katanya lebih takut vaksin nusantara,sih aa juga tadi takut astra tapi kata lebih takut vaksin nusantara,1.0,0.0
3400,pak presiden agaknya soal vaksin nusantara perlu ada ketegasan dari pihak menkes atau bahkan pak presiden sendiri situasi semakin kritisgawat dan perlu agar semua upaya sarana dan senjata dikerahkan kematian per hari sdh para nakes amat besarmohon pak,pak presiden agak soal vaksin nusantara perlu ada tegas dari pihak menkes atau bahkan pak presiden sendiri situasi makin kritisgawat dan perlu agar semua upaya sarana dan senjata kerah mati per hari sudah para nakes amat besarmohon pak,1.0,0.0
3402,vaksin yang disediakan oleh univ mending dipergunakan dengan baik keburu jatah vaksin habis terus malah kebagian vaksin nusantara,vaksin yang sedia oleh universitas mending guna dengan baik keburu jatah vaksin habis terus malah bagi vaksin nusantara,1.0,0.0
3403,i said loud and clear kl dpr dan dr terawan mau vaksin nusantara diakui itu dr terawan dan bbrp pejabat terkait kebijaksanaan yg dikeluarkan sejak awal pandemi mulai tahun kemarin suruh tanggung jawab atas kematian masyarakat yg terjangkit nakesrelawan,i said loud and clear kalo dpr dan dari awan mau vaksin nusantara aku itu dari awan dan beberapa jabat kait bijaksana yang keluar sejak awal pandemi mulai tahun kemarin suruh tanggung jawab atas mati masyarakat yang jangkit nakesrelawan,1.0,0.0
3404,ga ada vaksin nusantara adanya vaksin rohmatanlilalamin,enggak ada vaksin nusantara ada vaksin rohmatanlilalamin,1.0,0.0
3405,vaksin sinovac dari china dan vaksin nusantara dari lokal ndak cocok bu klo digabung ga dapat restu biasanya malah jadi ga ampuh lagian maruk amat vaksin rakyat aja byk yg blm kebagian,vaksin sinovac dari china dan vaksin nusantara dari lokal indak cocok bu kalo gabung enggak dapat restu biasa malah jadi enggak ampuh lagi maruk amat vaksin rakyat saja banyak yang belum bagi,1.0,0.0
3407,sudah divaksin sinovacnusantara anggota dpr positif covid cnn indonesia,sudah vaksin sinovacnusantara anggota dpr positif covid cnn indonesia,0.0,-1.0
3408,sudah divaksin sinovacnusantara anggota dpr positif covid cnnindonesia,sudah vaksin sinovacnusantara anggota dpr positif covid cnnindonesia,0.0,-1.0
3409,nah iyanih ada org kantor yg maunya divaksin pake vaksin nusantara,nah iyanih ada orang kantor yang mau vaksin pakai vaksin nusantara,1.0,0.0
3410,saya yakin vaksin nusantara mampu mengatasi covid di indonesia,saya yakin vaksin nusantara mampu atas covid di indonesia,1.0,1.0
3412,vaksin nusantara murah sangat adaptif bisa menangkal semua varian covid aman utk semua usia amp juga bg yg punya penyakit bawaan simple pembuatannya bisa produksi sendiri kemasan sangat sederhana mudah distribusinya baik dlm negeri maupun eksport amp datangkan devisa,vaksin nusantara murah sangat adaptif bisa tangkal semua varian covid aman untuk semua usia amp juga bang yang punya sakit bawa simple buat bisa produksi sendiri kemas sangat sederhana mudah distribusi baik dalam negeri maupun eksport amp datang devisa,1.0,1.0
3413,duh pengen cepetcepet vaksin sebelum disuruh pake vaksin nusantara,duh pengin cepetcepet vaksin belum suruh pakai vaksin nusantara,1.0,0.0
3414,masa jbtn pres jgan diperpanjang ckp periode periode ttap th bnyk yg perlu dibhs ketimbang bhas wacana perpanjangan masa jbtn pres berkuasa jadi ditaktor bagus bahas vaksin nusantara karya anak bgs pres,masa jbtn pres jangan panjang cukup periode periode tetap tahun banyak yang perlu dibhs ketimbang bahas wacana panjang masa jbtn pres kuasa jadi ditaktor bagus bahas vaksin nusantara karya anak bagus pres,1.0,0.0
3415,temen gue lebih takut disuntik vaksin nusantara dibandingkan kena covid,teman gue lebih takut suntik vaksin nusantara banding kena covid,1.0,-1.0
3416,vaksin nusantara dinyatakan aman,vaksin nusantara nyata aman,1.0,0.0
3417,saya sudah vaksin sinovac saya sudah vaksin nusantara tapi tetap saja saya dinyatakan positif ucap nihayatul,saya sudah vaksin sinovac saya sudah vaksin nusantara tapi tetap saja saya nyata positif ucap nihayatul,0.0,-1.0
3420,selamat vaksin nusantara di yakini dapat mengatasi mutasi virus cepat uji klinis thp,selamat vaksin nusantara di yakin dapat atas mutasi virus cepat uji klinis thp,1.0,0.0
3421,ak setia nunggu vaksin nusantara,aku setia tunggu vaksin nusantara,1.0,0.0
3422,saran gua mending malaysia klaim vaksin nusantara dah,saran gua mending malaysia klaim vaksin nusantara deh,1.0,0.0
3423,vaksin nusantara bahan impor semua,vaksin nusantara bahan impor semua,1.0,0.0
3424,vaksin nusantara,vaksin nusantara,1.0,0.0
3425,kata gua mah lu pada buruan vaksin dah sebelom vaksin nusantara jadi sembuh kaga jadi mutant iya,kata gua mah lu pada buru vaksin deh bom vaksin nusantara jadi sembuh kagak jadi mutant iya,1.0,0.0
3426,aku di pihak terawan aku pilih vaksin nusantara,aku di pihak awan aku pilih vaksin nusantara,1.0,0.0
3427,dan kabar burung nya beliau di depak dari kemenkes karena vaksin nusantara ntu,dan kabar burung nya beliau di depak dari kemenkes karena vaksin nusantara ntu,1.0,0.0
3428,yang dapet jadwal vaksin nusantara vaksinnya dibuat dulu in front of them in real time,yang dapat jadwal vaksin nusantara vaksin buat dulu ini front of them ini real time,1.0,0.0
3429,bentar lagi nasibnya genose mirip vaksin nusantara,bentar lagi nasib genose mirip vaksin nusantara,1.0,0.0
3430,ya gk cuan dong pak klo pake pny anda kek gk tau aja gmn negara wkkwkwk uji klinis vaksin nusantara sudah terdaftar di who tapi di kita kok dil via,ya enggak cuan dong pak kalo pakai punya anda kayak enggak tau saja bagaimana negara wkkwkwk uji klinis vaksin nusantara sudah daftar di who tapi di kita kok dil via,1.0,0.0
3431,vaksin nusantara kondisi skrg kan lg genting ya udah lah itu vaksin di percepat aja jangan mau lupa dulu flu burungdianggap wabah indonesia berhasil menyelesaikannya sendiri jgn mw pake barang asing terus masa sih dri juta gaada pun yg bisa bikin vaksin ampuh,vaksin nusantara kondisi sekarang kan lagi genting ya sudah lah itu vaksin di cepat saja jangan mau lupa dulu flu burungdianggap wabah indonesia hasil selesai sendiri jangan mau pakai barang asing terus masa sih dari juta enggak ada pun yang bisa bikin vaksin ampuh,1.0,0.0
3432,terpopuler wakil ketua komisi ix dpr nihayatul wafiroh dikabarkan positif ia mengatakan sudah kali vaksin corona pakai sinovac dan vaksin nusantara corona vaksinnusantara,populer wakil ketua komisi ix dpr nihayatul wafiroh kabar positif ia kata sudah kali vaksin corona pakai sinovac dan vaksin nusantara corona vaksinnusantara,0.0,-1.0
